,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width_B,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_CTL,serve_depth_NCTL,return_depth_D,return_depth_ND,winner_shot_type_0,winner_shot_type_B,winner_shot_type_F,elapsed_seconds,sf_elo_diff_538,match_prob_kls_EM
283,283,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:43:49,4,10,285,2,1,4,5,40,40,1,1,1,148,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.086,13.871,3,129,0,0,0,1,0,1,0,1,0,0,0,1,13429,248.595498,0.725447787
284,284,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:44:23,4,10,286,2,1,4,5,55,40,1,1,1,149,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,4.678,1,113,0,0,0,1,0,0,1,0,1,1,0,0,13463,248.595498,0.725447787
285,285,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:45:10,4,11,287,2,1,5,5,0,0,2,1,2,149,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.701,6.51,1,125,0,1,0,0,0,1,0,0,1,1,0,0,13510,248.595498,0.725447787
286,286,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:45:48,4,11,288,2,1,5,5,0,15,2,2,1,150,138,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.826,11.492,2,92,0,0,1,0,0,0,1,1,0,1,0,0,13548,248.595498,0.725447787
287,287,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:46:28,4,11,289,2,1,5,5,15,15,2,1,2,150,139,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.067,25.256,9,130,0,1,0,0,0,0,1,0,1,0,0,1,13588,248.595498,0.725447787
288,288,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:47:15,4,11,290,2,1,5,5,15,30,2,1,1,151,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.319,11.144,4,113,0,0,0,1,0,0,1,1,0,1,0,0,13635,248.595498,0.725447787
289,289,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:47:51,4,11,291,2,1,5,5,30,30,2,2,1,152,139,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31.781,21.505,6,113,0,0,1,0,0,0,1,1,0,1,0,0,13671,248.595498,0.725447787
290,290,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:48:58,4,11,292,2,1,5,5,40,30,2,2,1,153,139,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.414,5.129,2,108,0,0,1,0,0,0,1,1,0,0,1,0,13738,248.595498,0.725447787
291,291,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:50:55,4,12,293,2,1,6,5,0,0,1,2,2,153,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.084,26.436,8,112,1,0,0,0,0,0,1,1,0,1,0,0,13855,248.595498,0.725447787
292,292,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:51:52,4,12,294,2,1,6,5,0,15,1,1,1,154,140,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16.595,20.15,5,120,0,0,0,1,0,0,1,0,0,1,0,0,13912,248.595498,0.725447787
293,293,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:52:30,4,12,295,2,1,6,5,15,15,1,2,1,155,140,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.722,36.86,3,104,1,0,0,0,0,1,0,0,1,0,0,1,13950,248.595498,0.725447787
294,294,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:53:25,4,12,296,2,1,6,5,30,15,1,1,2,155,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.044,9.281,2,130,0,0,1,0,0,0,1,0,1,1,0,0,14005,248.595498,0.725447787
295,295,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:54:01,4,12,297,2,1,6,5,30,30,1,1,2,155,142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.318,58.723,14,113,0,0,1,0,0,0,1,0,1,0,1,0,14041,248.595498,0.725447787
296,296,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:55:02,4,12,298,2,1,6,5,30,40,1,1,1,156,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.056,1.509,1,129,1,0,0,0,0,0,1,0,1,1,0,0,14102,248.595498,0.725447787
297,297,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:55:34,4,12,299,2,1,6,5,40,40,1,1,1,157,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.292,32.582,1,128,0,0,0,1,0,0,1,0,1,1,0,0,14134,248.595498,0.725447787
298,298,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3:56:11,4,12,300,2,1,6,5,55,40,1,1,1,158,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767,6.518,1,116,0,0,1,0,0,0,1,0,1,1,0,0,14171,248.595498,0.725447787
299,299,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:00,1,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.646,5.293,2,108,0,1,0,0,0,0,1,0,1,1,0,0,0,-257.797833,0.467437267
300,300,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:36,1,1,2,0,0,0,0,15,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.596,4.009,1,124,0,0,0,1,0,0,1,0,1,1,0,0,36,-257.797833,0.467437267
301,301,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:00:58,1,1,3,0,0,0,0,15,15,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.403,55.989,9,104,0,0,1,0,0,0,1,1,0,1,0,0,58,-257.797833,0.467437267
302,302,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:01:52,1,1,4,0,0,0,0,15,30,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.565,8.453,2,98,0,0,0,0,1,0,1,1,0,1,0,0,112,-257.797833,0.467437267
303,303,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:03:12,1,1,6,0,0,0,0,40,30,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.414,4.119,1,125,0,0,0,1,0,0,1,0,1,1,0,0,192,-257.797833,0.467437267
304,304,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:03:37,1,1,7,0,0,0,0,40,40,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.703,2.976,1,125,0,0,0,1,0,0,1,0,1,1,0,0,217,-257.797833,0.467437267
305,305,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:04:01,1,1,8,0,0,0,0,40,55,2,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.651,14.614,4,106,1,0,0,0,0,0,1,1,0,1,0,0,241,-257.797833,0.467437267
306,306,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:04:45,1,1,9,0,0,0,0,40,40,2,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.863,4.433,1,117,0,0,0,0,1,0,1,1,0,1,0,0,285,-257.797833,0.467437267
307,307,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:05:08,1,1,10,0,0,0,0,40,55,2,1,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.321,24.065,4,124,0,0,0,1,0,0,1,1,0,1,0,0,308,-257.797833,0.467437267
308,308,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:05:42,1,1,11,0,0,0,0,40,40,2,1,2,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.589,1,132,0,0,0,1,0,1,0,0,0,1,0,0,342,-257.797833,0.467437267
309,309,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:06:07,1,1,12,0,0,0,0,40,55,2,2,2,5,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.748,17.025,3,100,0,1,0,0,0,0,1,1,0,1,0,0,367,-257.797833,0.467437267
310,310,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:07:26,1,2,13,0,0,0,1,0,0,1,1,1,6,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.801,8.378,3,137,0,0,0,1,0,0,1,0,1,0,1,0,446,-257.797833,0.467437267
311,311,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:07:52,1,2,14,0,0,0,1,15,0,1,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.715,12.196,3,97,0,0,0,0,1,1,0,0,1,1,0,0,472,-257.797833,0.467437267
312,312,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:08:33,1,2,15,0,0,0,1,30,0,1,1,1,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.632,10.454,3,129,0,0,1,0,0,0,1,0,1,0,1,0,513,-257.797833,0.467437267
313,313,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:09:00,1,2,16,0,0,0,1,40,0,1,1,1,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.931,4.061,1,131,0,1,0,0,0,1,0,1,0,1,0,0,540,-257.797833,0.467437267
314,314,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:09:38,1,3,17,0,0,1,1,0,0,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711,6.084,1,114,0,0,0,0,1,1,0,0,1,1,0,0,578,-257.797833,0.467437267
315,315,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:10:00,1,3,18,0,0,1,1,0,15,2,2,1,10,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.676,12.902,4,107,0,1,0,0,0,0,1,1,0,1,0,0,600,-257.797833,0.467437267
316,316,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:10:46,1,3,19,0,0,1,1,15,15,2,1,2,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.696,4.662,3,118,0,0,0,0,1,0,1,0,1,0,0,1,646,-257.797833,0.467437267
317,317,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:11:13,1,3,20,0,0,1,1,15,30,2,1,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.771,4.452,1,122,0,0,0,1,0,0,1,1,0,1,0,0,673,-257.797833,0.467437267
318,318,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:11:40,1,3,21,0,0,1,1,15,40,2,2,2,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,10.717,3,106,0,1,0,0,0,0,1,0,1,1,0,0,700,-257.797833,0.467437267
319,319,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:14:11,1,4,22,0,0,1,2,0,0,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.797,24.02,5,134,0,1,0,0,0,1,0,0,1,1,0,0,851,-257.797833,0.467437267
320,320,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:14:42,1,4,23,0,0,1,2,15,0,1,1,1,12,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527,9.473,3,135,0,0,0,0,1,0,1,0,1,0,0,1,882,-257.797833,0.467437267
321,321,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:15:09,1,4,24,0,0,1,2,30,0,1,1,2,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.044,19.279,4,124,0,0,0,0,1,0,1,0,1,1,0,0,909,-257.797833,0.467437267
322,322,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:15:54,1,4,25,0,0,1,2,30,15,1,1,1,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.56,24.45,5,128,0,0,0,0,1,1,0,0,1,1,0,0,954,-257.797833,0.467437267
323,323,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:16:30,1,4,26,0,0,1,2,40,15,1,1,1,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.568,6.851,1,133,0,0,0,1,0,1,0,1,0,1,0,0,990,-257.797833,0.467437267
324,324,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:17:03,1,5,27,0,0,2,2,0,0,2,2,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021,3.404,1,106,0,0,0,1,0,0,1,0,0,1,0,0,1023,-257.797833,0.467437267
325,325,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:17:38,1,5,28,0,0,2,2,0,15,2,1,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.715,4.396,1,123,0,0,0,1,0,0,1,1,0,1,0,0,1058,-257.797833,0.467437267
326,326,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:17:59,1,5,29,0,0,2,2,0,30,2,2,1,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.276,11.873,4,104,0,0,1,0,0,0,1,1,0,1,0,0,1079,-257.797833,0.467437267
327,327,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:18:42,1,5,30,0,0,2,2,15,30,2,1,2,15,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0.778,1,125,0,0,0,0,1,1,0,0,0,1,0,0,1122,-257.797833,0.467437267
328,328,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:19:07,1,5,31,0,0,2,2,15,40,2,1,2,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.431,4.514,1,114,0,0,0,0,1,0,1,1,0,1,0,0,1147,-257.797833,0.467437267
329,329,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:20:46,1,6,32,0,0,2,3,0,0,1,1,1,16,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.039,23.524,7,125,0,0,1,0,0,0,1,0,1,0,1,0,1246,-257.797833,0.467437267
330,330,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:21:20,1,6,33,0,0,2,3,15,0,1,2,2,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.643,25.824,6,95,1,0,0,0,0,0,1,1,0,1,0,0,1280,-257.797833,0.467437267
331,331,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:22:18,1,6,34,0,0,2,3,15,15,1,1,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.482,7.419,1,133,0,0,0,1,0,0,1,1,0,1,0,0,1338,-257.797833,0.467437267
332,332,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:22:42,1,6,35,0,0,2,3,30,15,1,1,1,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,4.2,1,129,0,0,0,1,0,0,1,0,1,1,0,0,1362,-257.797833,0.467437267
333,333,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:23:04,1,6,36,0,0,2,3,40,15,1,1,1,19,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.155,18.797,3,122,0,0,0,0,1,0,1,0,1,1,0,0,1384,-257.797833,0.467437267
334,334,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:23:48,1,7,37,0,0,3,3,0,0,2,1,2,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.455,4.369,1,115,0,0,0,0,1,1,0,0,1,1,0,0,1428,-257.797833,0.467437267
335,335,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:24:10,1,7,38,0,0,3,3,0,15,2,1,2,19,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184,0.736,1,118,0,0,0,0,1,1,0,0,0,1,0,0,1450,-257.797833,0.467437267
336,336,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:24:32,1,7,39,0,0,3,3,0,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,2.859,1,116,0,0,0,0,1,0,1,1,0,1,0,0,1472,-257.797833,0.467437267
337,337,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:24:56,1,7,40,0,0,3,3,0,40,2,1,2,19,21,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,0.816,1,121,0,0,0,1,0,0,1,0,0,1,0,0,1496,-257.797833,0.467437267
338,338,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:26:43,1,8,41,0,0,3,4,0,0,1,1,2,19,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.345,38.814,10,125,0,0,0,0,1,0,1,1,0,1,0,0,1603,-257.797833,0.467437267
339,339,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:27:19,1,8,42,0,0,3,4,0,15,1,1,1,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229,3.872,1,131,0,0,1,0,0,0,1,0,1,1,0,0,1639,-257.797833,0.467437267
340,340,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:27:46,1,8,43,0,0,3,4,15,15,1,1,2,20,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.271,36.83,10,127,0,0,0,0,1,0,1,0,1,1,0,0,1666,-257.797833,0.467437267
341,341,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:28:29,1,8,44,0,0,3,4,15,30,1,2,2,20,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.168,8.783,2,112,0,1,0,0,0,1,0,0,1,1,0,0,1709,-257.797833,0.467437267
342,342,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:29:22,1,8,45,0,0,3,4,15,40,1,2,2,20,25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6.191,7.371,2,98,0,1,0,0,0,0,1,1,0,1,0,0,1762,-257.797833,0.467437267
343,343,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:30:22,1,9,46,0,0,3,5,0,0,2,2,1,21,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.128,7.101,2,101,1,0,0,0,0,0,1,0,1,1,0,0,1822,-257.797833,0.467437267
344,344,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:31:01,1,9,47,0,0,3,5,15,0,2,1,2,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102,4.483,1,129,0,0,0,1,0,0,1,1,0,1,0,0,1861,-257.797833,0.467437267
345,345,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:31:26,1,9,48,0,0,3,5,15,15,2,1,1,22,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.412,4.971,2,129,0,0,0,1,0,0,1,0,1,1,0,0,1886,-257.797833,0.467437267
346,346,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:31:55,1,9,49,0,0,3,5,30,15,2,1,2,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.764,7.224,1,130,0,0,0,0,1,1,0,0,1,1,0,0,1915,-257.797833,0.467437267
347,347,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:32:23,1,9,50,0,0,3,5,30,30,2,1,2,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.444,2.289,1,119,0,0,0,0,1,1,0,0,1,1,0,0,1943,-257.797833,0.467437267
348,348,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:32:50,1,9,51,0,0,3,5,30,40,2,1,2,22,29,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.785,14.59,3,127,0,0,0,1,0,0,1,0,1,1,0,0,1970,-257.797833,0.467437267
349,349,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:35:02,2,1,52,0,1,0,0,0,0,1,1,1,23,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.678,9.305,3,133,0,0,0,1,0,1,0,0,1,0,1,0,2102,-257.797833,0.467437267
350,350,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:35:26,2,1,53,0,1,0,0,15,0,1,1,1,24,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.698,15.154,3,130,0,0,1,0,0,0,1,0,1,1,0,0,2126,-257.797833,0.467437267
351,351,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:35:54,2,1,54,0,1,0,0,30,0,1,1,1,25,29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.229,18.589,5,122,0,0,1,0,0,0,1,0,1,0,1,0,2154,-257.797833,0.467437267
352,352,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:36:23,2,1,55,0,1,0,0,40,0,1,1,1,26,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.137,5.981,1,131,0,0,0,1,0,1,0,1,0,1,0,0,2183,-257.797833,0.467437267
353,353,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:37:24,2,2,56,0,1,1,0,0,0,2,1,2,26,30,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.712,7.871,3,127,0,0,0,1,0,0,1,0,1,0,0,1,2244,-257.797833,0.467437267
354,354,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:37:52,2,2,57,0,1,1,0,0,15,2,1,2,26,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.218,15.389,5,121,0,0,0,1,0,0,1,1,0,0,0,1,2272,-257.797833,0.467437267
355,355,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:38:23,2,2,58,0,1,1,0,0,30,2,2,1,27,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.945,1.907,0,112.3839176,0,0,0,1,0,1,0,0,0,1,0,0,2303,-257.797833,0.467437267
356,356,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:39:01,2,2,59,0,1,1,0,15,30,2,2,2,27,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.353,14.814,3,105,1,0,0,0,0,0,1,0,1,1,0,0,2341,-257.797833,0.467437267
357,357,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:39:42,2,2,60,0,1,1,0,15,40,2,1,2,27,33,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164,0.861,1,117,0,0,0,0,1,1,0,0,0,1,0,0,2382,-257.797833,0.467437267
358,358,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:40:14,2,3,61,0,1,1,1,0,0,1,1,1,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.748,8.028,1,131,0,0,0,1,0,1,0,0,0,1,0,0,2414,-257.797833,0.467437267
359,359,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:40:38,2,3,62,0,1,1,1,15,0,1,1,1,29,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1.106,1,131,0,0,0,0,1,1,0,0,0,1,0,0,2438,-257.797833,0.467437267
360,360,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:40:56,2,3,63,0,1,1,1,30,0,1,1,1,30,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913,0.967,1,121,0,0,0,0,1,1,0,0,0,1,0,0,2456,-257.797833,0.467437267
361,361,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:41:13,2,3,64,0,1,1,1,40,0,1,1,1,31,33,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.911,1,126,0,0,0,1,0,0,1,0,0,1,0,0,2473,-257.797833,0.467437267
362,362,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:43:00,2,4,65,0,1,2,1,0,0,2,1,2,31,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486,0.654,1,113,0,0,0,0,1,1,0,0,0,1,0,0,2580,-257.797833,0.467437267
363,363,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:43:22,2,4,66,0,1,2,1,0,15,2,2,2,31,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.081,20.436,5,106,1,0,0,0,0,0,1,0,1,0,0,1,2602,-257.797833,0.467437267
364,364,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:44:09,2,4,67,0,1,2,1,0,30,2,2,2,31,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.017,3.984,1,108,0,1,0,0,0,0,1,0,1,1,0,0,2649,-257.797833,0.467437267
365,365,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:44:45,2,4,68,0,1,2,1,0,40,2,1,2,31,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.645,7.542,1,120,0,0,0,1,0,1,0,0,1,1,0,0,2685,-257.797833,0.467437267
366,366,2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,0:45:22,2,5,69,0,1,2,2,0,0,1,2,1,32,37,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.694,7.953,3,104,0,0,0,1,0,0,1,0,1,0,1,0,2722,-257.797833,0.467437267
